Current (mA) - Plot 0	Pressure (psi) - Plot 0	Current (mA) - Plot 1	Pressure (psi) - Plot 1	Current (mA) - Plot 2	Pressure (psi) - Plot 2	
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.8m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.8m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.7m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.6m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.5m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.4m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.3m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.3m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.2m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24.1m	-3k					
-24m	-3k					
-24.1m	-3k					
-24m	-3k					
-24m	-3k					
-24.1m	-3k					
-24m	-3k					
-24.1m	-3k					
-24m	-3k					
-24.1m	-3k					
-24m	-3k					
-24m	-3k					
-24.1m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-24m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.9m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.8m	-3k					
-23.8m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.6m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.7m	-3k					
-23.6m	-3k					
-23.7m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.7m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.6m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.5m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.4m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.3m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.2m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23.1m	-3k					
-23m	-3k					
-23.1m	-3k					
-23m	-3k					
-23m	-3k					
-23.1m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23.1m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23.1m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23.1m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-22.9m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-23m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-23m	-3k					
-23m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-23m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.9m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.8m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.7m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.6m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
-22.5m	-3k					
